Timestamp;;Energy;;Volume;;HourCounter;;TempForward;;TempReturn;;Power;;Flow;;;;;;ForwardedUsage;;ReturnedUsage;;;;;;ColumnX;;
27-02-2020 23.59;;2868;MWh;89761;M3;7248;h;42,9;c;26,2;c;0,1;kW;7;l/h;0;;0;;5898;MWh;3029;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2817;MWh;80345;M3;7248;h;60;c;35;c;0,4;kW;15;l/h;0;;0;;5599;MWh;2782;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.15;;3,82;MWh;99018;M3;7247;h;61,9;c;29,6;c;0,9;kW;25;l/h;0;;0;;6969;MWh;3149;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;3,87;MWh;140603;M3;7247;h;58;c;34,6;c;0,6;kW;23;l/h;0;;0;;9322;MWh;5452;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4103;MWh;116927;M3;7247;h;58,5;c;27,3;c;0,7;kW;21;l/h;0;;0;;7769;MWh;3665;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6061;MWh;145896;M3;7248;h;64,1;c;29,1;c;1,8;kW;45;l/h;0;;0;;10554;MWh;4493;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3974;MWh;117859;M3;7245;h;62,6;c;33,5;c;1,1;kW;34;l/h;0;;0;;8259;MWh;4285;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3301;MWh;95738;M3;7249;h;57,3;c;24,7;c;0,2;kW;5;l/h;0;;0;;6,49;MWh;3,19;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;4601;MWh;111907;M3;7245;h;63,6;c;24,9;c;2;kW;45;l/h;0;;0;;8034;MWh;3432;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3966;MWh;118836;M3;7249;h;47,5;c;27,7;c;0,3;kW;14;l/h;0;;0;;8,39;MWh;4424;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;6814;MWh;247408;M3;7245;h;65,1;c;41,6;c;2,7;kW;101;l/h;0;;0;;17705;MWh;10891;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.02;;4001;MWh;109059;M3;7246;h;61,5;c;32,2;c;0,8;kW;24;l/h;0;;0;;7,64;MWh;3638;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4344;MWh;110411;M3;7248;h;61,9;c;26,9;c;1,2;kW;29;l/h;0;;0;;7797;MWh;3453;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;5,17;MWh;153524;M3;7244;h;63,1;c;32,3;c;1,6;kW;45;l/h;0;;0;;10831;MWh;5,66;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.42;;3903;MWh;105,58;M3;7247;h;59,8;c;30,6;c;0,7;kW;20;l/h;0;;0;;7212;MWh;3309;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.46;;3278;MWh;86116;M3;7245;h;61,8;c;26,9;c;0,8;kW;21;l/h;0;;0;;6027;MWh;2749;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.20;;3928;MWh;97071;M3;7248;h;63,6;c;29,1;c;2,2;kW;57;l/h;0;;0;;6846;MWh;2918;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3667;MWh;96228;M3;7246;h;60,7;c;26,6;c;1,3;kW;33;l/h;0;;0;;6683;MWh;3015;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4799;MWh;173905;M3;7249;h;62,4;c;36,8;c;2,1;kW;72;l/h;0;;0;;11664;MWh;6865;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;4493;MWh;140528;M3;7245;h;61,2;c;20,9;c;1,2;kW;25;l/h;0;;0;;9949;MWh;5456;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.47;;6574;MWh;253794;M3;7245;h;64,3;c;46,4;c;2,4;kW;118;l/h;0;;0;;18102;MWh;11528;MWh;0;;0;;1;d;IZAR Plus Portal
27-02-2020 23.58;;2972;MWh;80286;M3;7249;h;60,9;c;30,7;c;0,6;kW;16;l/h;0;;0;;5538;MWh;2566;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;3638;MWh;109213;M3;7246;h;57,8;c;27,1;c;0,4;kW;11;l/h;0;;0;;7567;MWh;3929;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.47;;3076;MWh;81283;M3;7247;h;59,1;c;24,7;c;1,5;kW;37;l/h;0;;0;;5586;MWh;2,51;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3005;MWh;82394;M3;7248;h;36,5;c;33,4;c;0;kW;0;l/h;0;;0;;5658;MWh;2653;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.06;;2762;MWh;68821;M3;7248;h;43,6;c;27,7;c;0;kW;0;l/h;0;;0;;4762;MWh;2;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;3015;MWh;99037;M3;7246;h;58,7;c;30,8;c;0,9;kW;28;l/h;0;;0;;6,45;MWh;3435;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3417;MWh;106047;M3;7246;h;59,8;c;34,2;c;0,7;kW;24;l/h;0;;0;;7188;MWh;3772;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5984;MWh;139636;M3;7249;h;62,5;c;22,3;c;1,3;kW;28;l/h;0;;0;;9928;MWh;3944;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;1976;MWh;55452;M3;7245;h;30,6;c;30,5;c;0;kW;0;l/h;0;;0;;3713;MWh;1739;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4726;MWh;173703;M3;7246;h;63,7;c;50,1;c;1,5;kW;95;l/h;0;;0;;11858;MWh;7132;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3304;MWh;88,42;M3;7249;h;39,7;c;28,9;c;0;kW;0;l/h;0;;0;;6299;MWh;2994;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;4492;MWh;129837;M3;7248;h;59,1;c;27,9;c;1,6;kW;45;l/h;0;;0;;8545;MWh;4053;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;2659;MWh;78065;M3;7245;h;61,4;c;30,6;c;1,3;kW;37;l/h;0;;0;;5297;MWh;2638;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2624;MWh;87879;M3;7249;h;57,3;c;24;c;0,3;kW;8;l/h;0;;0;;6192;MWh;3567;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4321;MWh;126065;M3;7246;h;61,2;c;31,4;c;1;kW;28;l/h;0;;0;;8614;MWh;4292;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;4029;MWh;103754;M3;7248;h;64,6;c;30,8;c;1,6;kW;43;l/h;0;;0;;7356;MWh;3327;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2974;MWh;80,07;M3;7249;h;57,3;c;29,4;c;0,4;kW;11;l/h;0;;0;;5475;MWh;2501;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.39;;9521;MWh;292467;M3;7247;h;62,2;c;42,1;c;1,9;kW;82;l/h;0;;0;;20405;MWh;10884;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3122;MWh;87325;M3;7249;h;60;c;33,1;c;0,2;kW;5;l/h;0;;0;;6155;MWh;3033;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;2845;MWh;74117;M3;7249;h;60,6;c;27,7;c;0,7;kW;18;l/h;0;;0;;5081;MWh;2236;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4288;MWh;128298;M3;7247;h;59,6;c;28,6;c;1,3;kW;38;l/h;0;;0;;8647;MWh;4359;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.58;;2767;MWh;73236;M3;7246;h;62,3;c;29,8;c;0,7;kW;18;l/h;0;;0;;5186;MWh;2419;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;3576;MWh;107,94;M3;7248;h;57,8;c;26,8;c;0,8;kW;23;l/h;0;;0;;7043;MWh;3467;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.44;;4635;MWh;128334;M3;7249;h;38,7;c;28,4;c;0;kW;0;l/h;0;;0;;8733;MWh;4098;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.07;;4464;MWh;121209;M3;7246;h;59;c;27,6;c;0,3;kW;7;l/h;0;;0;;8197;MWh;3732;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4528;MWh;125227;M3;7250;h;61,7;c;31,3;c;1,4;kW;40;l/h;0;;0;;8721;MWh;4192;MWh;0;;0;;2;d;IZAR Plus Portal
27-02-2020 23.25;;4995;MWh;153161;M3;7246;h;60,1;c;29,9;c;1,2;kW;34;l/h;0;;0;;10345;MWh;5349;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;3,85;MWh;96228;M3;7247;h;34,8;c;31,8;c;0;kW;0;l/h;0;;0;;6714;MWh;2864;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;2822;MWh;85923;M3;7250;h;57,4;c;29,7;c;0,5;kW;16;l/h;0;;0;;5747;MWh;2925;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;2792;MWh;74785;M3;7247;h;59,5;c;26,4;c;0,7;kW;18;l/h;0;;0;;5061;MWh;2269;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.29;;2636;MWh;79169;M3;7249;h;39,9;c;36,5;c;0;kW;0;l/h;0;;0;;5602;MWh;2965;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.57;;2972;MWh;81609;M3;7248;h;61,9;c;29,4;c;1;kW;28;l/h;0;;0;;5,71;MWh;2737;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.33;;3021;MWh;87793;M3;7246;h;59,8;c;27,5;c;1,1;kW;29;l/h;0;;0;;5881;MWh;2859;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2778;MWh;71166;M3;7249;h;50,3;c;25,8;c;0,1;kW;4;l/h;0;;0;;4935;MWh;2157;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;2282;MWh;64012;M3;7247;h;42,5;c;27;c;0;kW;0;l/h;0;;0;;4208;MWh;1926;MWh;0;;0;;1;d;IZAR Plus Portal
27-02-2020 23.36;;3031;MWh;83815;M3;7248;h;60,1;c;30,1;c;0,7;kW;19;l/h;0;;0;;5846;MWh;2814;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;5779;MWh;147491;M3;7249;h;62,6;c;26,9;c;2,2;kW;55;l/h;0;;0;;10238;MWh;4459;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4,19;MWh;112354;M3;7249;h;59,8;c;30,7;c;0,7;kW;21;l/h;0;;0;;7774;MWh;3583;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;3356;MWh;88291;M3;7248;h;61,7;c;29,2;c;1;kW;27;l/h;0;;0;;6194;MWh;2837;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;5066;MWh;163534;M3;7246;h;62,6;c;35,6;c;1,7;kW;56;l/h;0;;0;;11432;MWh;6366;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4085;MWh;113,71;M3;7249;h;62,2;c;26,3;c;1;kW;24;l/h;0;;0;;8095;MWh;4009;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;7264;MWh;212624;M3;7247;h;63,4;c;28,6;c;2,3;kW;58;l/h;0;;0;;14559;MWh;7295;MWh;0;;0;;2;d;IZAR Plus Portal
27-02-2020 23.58;;5,16;MWh;207472;M3;7247;h;63,5;c;24,7;c;1,5;kW;35;l/h;0;;0;;14785;MWh;9624;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;3191;MWh;99881;M3;7247;h;61,1;c;31,5;c;0,7;kW;22;l/h;0;;0;;6945;MWh;3753;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.47;;4005;MWh;107137;M3;7245;h;60,9;c;29,4;c;1,3;kW;36;l/h;0;;0;;7452;MWh;3447;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;619;MWh;29354;M3;7248;h;61,9;c;41,1;c;1,1;kW;45;l/h;0;;0;;2001;MWh;1381;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2,73;MWh;76,07;M3;7246;h;39;c;35,4;c;0;kW;0;l/h;0;;0;;5281;MWh;2,55;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4539;MWh;125884;M3;7248;h;61,9;c;32,9;c;2;kW;60;l/h;0;;0;;8908;MWh;4369;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;5102;MWh;136732;M3;7248;h;60,3;c;29,4;c;0,8;kW;22;l/h;0;;0;;9495;MWh;4392;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;7618;MWh;381,95;M3;7245;h;63,2;c;50,2;c;2,3;kW;157;l/h;0;;0;;27116;MWh;19497;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4025;MWh;116,21;M3;7248;h;60;c;26,5;c;1,4;kW;37;l/h;0;;0;;7858;MWh;3832;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;3507;MWh;96939;M3;7248;h;49,4;c;28,2;c;0,1;kW;3;l/h;0;;0;;6658;MWh;3151;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.55;;4195;MWh;151235;M3;7247;h;61,2;c;39,4;c;0,7;kW;27;l/h;0;;0;;10614;MWh;6419;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.19;;2943;MWh;78874;M3;7245;h;61,4;c;28,6;c;0,6;kW;16;l/h;0;;0;;5542;MWh;2598;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5539;MWh;146,97;M3;7246;h;63,2;c;30,6;c;1,2;kW;32;l/h;0;;0;;10328;MWh;4789;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4,49;MWh;130733;M3;7248;h;61,7;c;29,3;c;1,6;kW;42;l/h;0;;0;;9047;MWh;4557;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.39;;5309;MWh;189186;M3;7245;h;62,1;c;35,2;c;2;kW;64;l/h;0;;0;;13183;MWh;7873;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.55;;2127;MWh;61767;M3;7247;h;56,5;c;28,6;c;0,4;kW;12;l/h;0;;0;;4048;MWh;1,92;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;2939;MWh;90484;M3;7246;h;58,9;c;29,4;c;0,7;kW;21;l/h;0;;0;;5977;MWh;3038;MWh;0;;0;;1;d;IZAR Plus Portal
27-02-2020 23.59;;3828;MWh;106192;M3;7247;h;63,5;c;30,8;c;1,1;kW;30;l/h;0;;0;;7512;MWh;3684;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;5577;MWh;151223;M3;7246;h;63,4;c;35;c;1,2;kW;36;l/h;0;;0;;10722;MWh;5145;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2642;MWh;84,91;M3;7247;h;60,4;c;31,7;c;1,2;kW;36;l/h;0;;0;;5581;MWh;2939;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;3835;MWh;107914;M3;7245;h;59,8;c;31,2;c;0,7;kW;21;l/h;0;;0;;7468;MWh;3632;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;6095;MWh;169287;M3;7246;h;61,7;c;30,4;c;1,1;kW;32;l/h;0;;0;;11734;MWh;5639;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3545;MWh;97759;M3;7248;h;57,7;c;25,2;c;1,4;kW;38;l/h;0;;0;;6424;MWh;2878;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.45;;3867;MWh;110303;M3;7247;h;61,1;c;30,6;c;1,1;kW;31;l/h;0;;0;;7613;MWh;3745;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3166;MWh;150234;M3;7249;h;54,5;c;37;c;0,1;kW;4;l/h;0;;0;;9853;MWh;6687;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;2644;MWh;72918;M3;7246;h;60,8;c;27,5;c;1;kW;26;l/h;0;;0;;4955;MWh;2311;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3857;MWh;199,18;M3;7249;h;59,5;c;50,4;c;1,2;kW;115;l/h;0;;0;;13,49;MWh;9633;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;2269;MWh;58,75;M3;7249;h;59,3;c;27,5;c;0,5;kW;14;l/h;0;;0;;4,07;MWh;1801;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;3947;MWh;127518;M3;7247;h;58,7;c;31,7;c;1;kW;33;l/h;0;;0;;8231;MWh;4283;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;2941;MWh;85453;M3;7248;h;48;c;28,3;c;0;kW;0;l/h;0;;0;;5616;MWh;2674;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.06;;2284;MWh;67004;M3;7247;h;61,7;c;35,9;c;0,5;kW;18;l/h;0;;0;;4734;MWh;2449;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2196;MWh;55,8;M3;7248;h;57;c;23,4;c;0,3;kW;8;l/h;0;;0;;3676;MWh;1479;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;5615;MWh;146651;M3;7248;h;62,5;c;29,5;c;1;kW;28;l/h;0;;0;;10459;MWh;4844;MWh;0;;0;;1;d;IZAR Plus Portal
27-02-2020 23.58;;2625;MWh;94059;M3;6886;h;57,3;c;26,7;c;1,3;kW;38;l/h;0;;0;;6065;MWh;3439;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;1616;MWh;78805;M3;6886;h;56,1;c;35,3;c;0,5;kW;19;l/h;0;;0;;5038;MWh;3425;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2,15;MWh;75124;M3;6886;h;56,1;c;26,9;c;1;kW;31;l/h;0;;0;;4,65;MWh;2,5;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;5052;MWh;173481;M3;6886;h;63,5;c;47,6;c;1,8;kW;99;l/h;0;;0;;12125;MWh;7073;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3061;MWh;887665;M3;6886;h;60,7;c;26,1;c;1,3;kW;32;l/h;0;;0;;63681;MWh;60619;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5698;MWh;215436;M3;6886;h;58,8;c;22,8;c;0,4;kW;9;l/h;0;;0;;14895;MWh;9196;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;1827;MWh;106851;M3;6887;h;55,1;c;38,6;c;0,3;kW;20;l/h;0;;0;;6711;MWh;4885;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3062;MWh;129559;M3;6886;h;58;c;38,2;c;0,8;kW;36;l/h;0;;0;;8256;MWh;5194;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;7451;MWh;229261;M3;6886;h;63,8;c;25,7;c;2,1;kW;49;l/h;0;;0;;16291;MWh;8,84;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2495;MWh;100683;M3;6887;h;58,8;c;46,1;c;1;kW;67;l/h;0;;0;;6542;MWh;4047;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;1,93;MWh;114514;M3;5828;h;57,5;c;35,9;c;0,8;kW;34;l/h;0;;0;;7309;MWh;5378;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;3701;MWh;152322;M3;6887;h;59,5;c;42,4;c;1,2;kW;62;l/h;0;;0;;10176;MWh;6474;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3109;MWh;142163;M3;6886;h;53,6;c;37,5;c;0,2;kW;9;l/h;0;;0;;9105;MWh;5996;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6489;MWh;242353;M3;6886;h;59,3;c;41,1;c;1,6;kW;74;l/h;0;;0;;16561;MWh;10072;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2819;MWh;133041;M3;6886;h;58;c;36,1;c;0,7;kW;27;l/h;0;;0;;8649;MWh;5829;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3241;MWh;134461;M3;6887;h;59;c;40;c;1,2;kW;55;l/h;0;;0;;8534;MWh;5293;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;4714;MWh;130224;M3;6885;h;60,2;c;23;c;2;kW;48;l/h;0;;0;;8548;MWh;3834;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;4232;MWh;106417;M3;6886;h;61,8;c;23,7;c;1;kW;23;l/h;0;;0;;7486;MWh;3253;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2029;MWh;119426;M3;6886;h;55,9;c;42;c;0;kW;1;l/h;0;;0;;7194;MWh;5165;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.34;;5261;MWh;182162;M3;6886;h;61,4;c;36,2;c;1,9;kW;66;l/h;0;;0;;12617;MWh;7356;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3133;MWh;130779;M3;6886;h;52,1;c;34,1;c;0,1;kW;7;l/h;0;;0;;8421;MWh;5287;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3281;MWh;126682;M3;6886;h;55,9;c;29,6;c;1;kW;34;l/h;0;;0;;8206;MWh;4925;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;3388;MWh;91235;M3;6887;h;63,8;c;32,9;c;1,6;kW;47;l/h;0;;0;;6534;MWh;3145;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;3;MWh;188085;M3;6886;h;59,5;c;49,6;c;0,9;kW;84;l/h;0;;0;;12893;MWh;9893;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;5254;MWh;178768;M3;6887;h;63,5;c;47,4;c;2,5;kW;138;l/h;0;;0;;12488;MWh;7233;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;2898;MWh;98314;M3;6886;h;55,4;c;31,4;c;0,4;kW;14;l/h;0;;0;;6155;MWh;3257;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;7486;MWh;294478;M3;6887;h;63,4;c;47,3;c;2,7;kW;150;l/h;0;;0;;20492;MWh;13006;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;3157;MWh;113,15;M3;6886;h;58,8;c;34,5;c;0,3;kW;11;l/h;0;;0;;7326;MWh;4169;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;4779;MWh;135893;M3;6885;h;63,2;c;34,7;c;1,2;kW;37;l/h;0;;0;;9765;MWh;4985;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.56;;3507;MWh;98427;M3;6886;h;58,2;c;27,2;c;0,6;kW;17;l/h;0;;0;;6544;MWh;3037;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.02;;2446;MWh;108295;M3;6886;h;60,8;c;44,2;c;1;kW;50;l/h;0;;0;;7012;MWh;4565;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5745;MWh;181,92;M3;6886;h;63,2;c;38,1;c;2,9;kW;103;l/h;0;;0;;12953;MWh;7207;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;4003;MWh;101424;M3;6886;h;62;c;30;c;0,6;kW;17;l/h;0;;0;;7223;MWh;3,22;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.55;;4992;MWh;117791;M3;6885;h;57,9;c;15,4;c;0;kW;0;l/h;0;;0;;8,36;MWh;3368;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;2056;MWh;90478;M3;6886;h;55,6;c;36;c;0,3;kW;14;l/h;0;;0;;5571;MWh;3514;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;2895;MWh;101,32;M3;6886;h;58,6;c;32,5;c;0,7;kW;22;l/h;0;;0;;6491;MWh;3595;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.31;;2687;MWh;97185;M3;6885;h;60,5;c;27,2;c;0,5;kW;13;l/h;0;;0;;7,01;MWh;4322;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2752;MWh;100779;M3;6887;h;58,6;c;31,5;c;1,3;kW;41;l/h;0;;0;;6543;MWh;3791;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;2,31;MWh;150058;M3;6886;h;59,8;c;51,2;c;0,9;kW;94;l/h;0;;0;;9789;MWh;7479;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;2315;MWh;97773;M3;6886;h;56,4;c;27;c;0,6;kW;18;l/h;0;;0;;6396;MWh;4081;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;2,41;MWh;101743;M3;6887;h;59,1;c;40,8;c;1,1;kW;53;l/h;0;;0;;6526;MWh;4115;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2395;MWh;165337;M3;6887;h;57,6;c;39,7;c;1;kW;49;l/h;0;;0;;10061;MWh;7666;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4086;MWh;885548;M3;6887;h;60,5;c;57,5;c;0,9;kW;271;l/h;0;;0;;60767;MWh;56682;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3047;MWh;140367;M3;6887;h;57,8;c;38,4;c;0,7;kW;31;l/h;0;;0;;8867;MWh;5,82;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;879,6;MWh;14979,2;M3;6797;h;90;c;35,9;c;361,1;kW;5770;l/h;0;;0;;1483;MWh;603,4;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;363,57;MWh;6107,17;M3;6720;h;88,5;c;31,9;c;129,3;kW;1971;l/h;0;;0;;604,11;MWh;240,53;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.16;;663,65;MWh;18484,93;M3;6719;h;91,9;c;58,8;c;190,6;kW;5030;l/h;0;;0;;1878,21;MWh;1214,56;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;339,69;MWh;6327,86;M3;6720;h;89,7;c;34;c;163,4;kW;2538;l/h;0;;0;;635,19;MWh;295,5;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;368,99;MWh;6558,67;M3;6720;h;91,7;c;38,6;c;115;kW;1881;l/h;0;;0;;666,14;MWh;297,14;MWh;0;;0;;0;d;IZAR Plus Portal
